sAllTiles,32,576,0,0,32,32,0,1,1,4294967295
sAllTiles,64,576,0,0,32,32,0,1,1,4294967295
sAllTiles,96,576,0,0,32,32,0,1,1,4294967295
sAllTiles,128,576,0,0,32,32,0,1,1,4294967295
sAllTiles,160,576,0,0,32,32,0,1,1,4294967295
sAllTiles,192,576,0,0,32,32,0,1,1,4294967295
sAllTiles,224,576,0,0,32,32,0,1,1,4294967295
sAllTiles,256,576,0,0,32,32,0,1,1,4294967295
sAllTiles,288,576,0,0,32,32,0,1,1,4294967295
sAllTiles,320,576,0,0,32,32,0,1,1,4294967295
sAllTiles,352,576,0,0,32,32,0,1,1,4294967295
sAllTiles,384,576,0,0,32,32,0,1,1,4294967295
sAllTiles,416,576,0,0,32,32,0,1,1,4294967295
sAllTiles,448,576,0,0,32,32,0,1,1,4294967295
sAllTiles,480,576,0,0,32,32,0,1,1,4294967295
sAllTiles,512,576,0,0,32,32,0,1,1,4294967295
sAllTiles,544,576,0,0,32,32,0,1,1,4294967295
sAllTiles,576,576,0,0,32,32,0,1,1,4294967295
sAllTiles,608,576,0,0,32,32,0,1,1,4294967295
sAllTiles,640,576,0,0,32,32,0,1,1,4294967295
sAllTiles,672,576,0,0,32,32,0,1,1,4294967295
sAllTiles,704,576,0,0,32,32,0,1,1,4294967295
sAllTiles,736,576,0,0,32,32,0,1,1,4294967295
sAllTiles,0,576,32,0,32,32,0,1,1,4294967295
sAllTiles,0,544,32,0,32,32,0,1,1,4294967295
sAllTiles,0,512,32,0,32,32,0,1,1,4294967295
sAllTiles,0,480,32,0,32,32,0,1,1,4294967295
sAllTiles,0,448,32,0,32,32,0,1,1,4294967295
sAllTiles,0,416,32,0,32,32,0,1,1,4294967295
sAllTiles,0,384,32,0,32,32,0,1,1,4294967295
sAllTiles,0,352,32,0,32,32,0,1,1,4294967295
sAllTiles,0,320,32,0,32,32,0,1,1,4294967295
sAllTiles,0,288,32,0,32,32,0,1,1,4294967295
sAllTiles,0,256,32,0,32,32,0,1,1,4294967295
sAllTiles,0,224,32,0,32,32,0,1,1,4294967295
sAllTiles,0,192,32,0,32,32,0,1,1,4294967295
sAllTiles,0,160,32,0,32,32,0,1,1,4294967295
sAllTiles,0,128,32,0,32,32,0,1,1,4294967295
sAllTiles,0,96,32,0,32,32,0,1,1,4294967295
sAllTiles,0,64,32,0,32,32,0,1,1,4294967295
sAllTiles,0,32,32,0,32,32,0,1,1,4294967295
sAllTiles,0,0,32,0,32,32,0,1,1,4294967295
sAllTiles,32,0,32,0,32,32,0,1,1,4294967295
sAllTiles,64,0,32,0,32,32,0,1,1,4294967295
sAllTiles,96,0,32,0,32,32,0,1,1,4294967295
sAllTiles,128,0,32,0,32,32,0,1,1,4294967295
sAllTiles,160,0,32,0,32,32,0,1,1,4294967295
sAllTiles,192,0,32,0,32,32,0,1,1,4294967295
sAllTiles,224,0,32,0,32,32,0,1,1,4294967295
sAllTiles,256,0,32,0,32,32,0,1,1,4294967295
sAllTiles,288,0,32,0,32,32,0,1,1,4294967295
sAllTiles,320,0,32,0,32,32,0,1,1,4294967295
sAllTiles,352,0,32,0,32,32,0,1,1,4294967295
sAllTiles,384,0,32,0,32,32,0,1,1,4294967295
sAllTiles,416,0,32,0,32,32,0,1,1,4294967295
sAllTiles,448,0,32,0,32,32,0,1,1,4294967295
sAllTiles,480,0,32,0,32,32,0,1,1,4294967295
sAllTiles,512,0,32,0,32,32,0,1,1,4294967295
sAllTiles,544,0,32,0,32,32,0,1,1,4294967295
sAllTiles,576,0,32,0,32,32,0,1,1,4294967295
sAllTiles,608,0,32,0,32,32,0,1,1,4294967295
sAllTiles,640,0,32,0,32,32,0,1,1,4294967295
